   8.2271521e-01   5.7280764e-01   0.0000000e+00   7.5080155e-02   6.2683908e-01   1.1649535e+00   4.4082480e-01
   4.4082480e-01   8.2271521e-01   5.7280764e-01   3.5160690e-01   7.5080155e-02   6.2683908e-01   2.5531543e-01
   2.5531543e-01   4.4082480e-01   8.2271521e-01  -6.9651254e-01   3.5160690e-01   7.5080155e-02  -2.1405665e-01
  -2.1405665e-01   2.5531543e-01   4.4082480e-01   1.6961425e+00  -6.9651254e-01   3.5160690e-01   5.4290785e-01
   5.4290785e-01  -2.1405665e-01   2.5531543e-01   5.9059778e-02   1.6961425e+00  -6.9651254e-01   6.9136691e-01
   6.9136691e-01   5.4290785e-01  -2.1405665e-01   1.7970718e+00   5.9059778e-02   1.6961425e+00   1.0996053e+00
   1.0996053e+00   6.9136691e-01   5.4290785e-01   2.6406853e-01   1.7970718e+00   5.9059778e-02   9.1583213e-01
   9.1583213e-01   1.0996053e+00   6.9136691e-01   8.7167329e-01   2.6406853e-01   1.7970718e+00   7.0896958e-01
   7.0896958e-01   9.1583213e-01   1.0996053e+00  -1.4461715e+00   8.7167329e-01   2.6406853e-01  -3.3855315e-01
  -3.3855315e-01   7.0896958e-01   9.1583213e-01  -7.0116535e-01  -1.4461715e+00   8.7167329e-01  -9.3125041e-01
  -9.3125041e-01  -3.3855315e-01   7.0896958e-01   1.2459821e+00  -7.0116535e-01  -1.4461715e+00   1.1560602e-01
   1.1560602e-01  -9.3125041e-01  -3.3855315e-01  -6.3897700e-01   1.2459821e+00  -7.0116535e-01   1.6449813e-01
   1.6449813e-01   1.1560602e-01  -9.3125041e-01   5.7735022e-01  -6.3897700e-01   1.2459821e+00   1.7637246e-01
   1.7637246e-01   1.6449813e-01   1.1560602e-01  -3.6002963e-01   5.7735022e-01  -6.3897700e-01   1.2931811e-02
   1.2931811e-02   1.7637246e-01   1.6449813e-01  -1.3557629e-01  -3.6002963e-01   5.7735022e-01  -1.7399946e-01
  -1.7399946e-01   1.2931811e-02   1.7637246e-01  -1.3493385e+00  -1.3557629e-01  -3.6002963e-01  -7.6777762e-01
  -7.6777762e-01  -1.7399946e-01   1.2931811e-02  -1.2704499e+00  -1.3493385e+00  -1.3557629e-01  -1.2385371e+00
  -1.2385371e+00  -7.6777762e-01  -1.7399946e-01   9.8457027e-01  -1.2704499e+00  -1.3493385e+00  -2.1716733e-01
